S NO,NAME,City,Location,Location-href,Website,Cuisines,Price range,Review,Tot_review
1.0,Hilwana Bakery & Restaurant,Alappuzha,Website,http://www.justdial.com/Alappuzha/Hilwana-Bakery-Restaurant-Zero-Jn-Mullakkal/0477PX477-X477-180630231534-K8Z9_BZDET,http://www.justdial.com/Alappuzha/Hilwana-Bakery-Restaurant-Zero-Jn-Mullakkal/0477PX477-X477-180630231534-K8Z9_BZDET,"Breakfast, Lunch, Dinner",₹60 - ₹600,5.0,1 review
2.0,Hotel Devi,Alappuzha,3.0,4.0,5.0,Indian,₹100 - ₹500,4.0,4 reviews
6.0,Lake Dreams,Alappuzha,7.0,8.0,9.0,"Pizza, Seafood, Asian","₹10 - ₹1,000",4.0,5 reviews
10.0,Cafe monkey,Alappuzha,1.0,2.0,3.0,"Indian, Grill, Chinese, Barbecue",₹60 - ₹600,4.0,8 reviews
4.0,Casamia Cafe Restaurant,Alappuzha,Website,https://www.facebook.com/Casamia-Cafe-Restaurant-1077463425728646/,https://www.facebook.com/Casamia-Cafe-Restaurant-1077463425728646/,"Chinese, Indian, European","₹150 - ₹1,000",5.0,2 reviews
5.0,Lemon Tree Cafe,Alappuzha,6.0,7.0,8.0,Indian,₹100 - ₹250,4.5,3 reviews
9.0,Al Baik Arab Cafe,Alappuzha,Website,http://www.facebook.com/Al-Baik-Arab-Cafe-1695275967374844/,http://www.facebook.com/Al-Baik-Arab-Cafe-1695275967374844/,Arabic,₹100 - ₹500,3.5,6 reviews
10.0,Mahadev Pure Veg Restaurant,Alappuzha,1.0,2.0,3.0,"Breakfast, Lunch, Dinner",₹100 - ₹500,5.0,2 reviews
4.0,Kaappi Cafe,Alappuzha,Website,https://www.facebook.com/KaappiCafe/?ref=page_internal,https://www.facebook.com/KaappiCafe/?ref=page_internal,"Cafe, Fast food, European, Asian, Arabic","₹30 - ₹2,000",4.0,6 reviews
5.0,Madras Veg Tables,Alappuzha,6.0,7.0,8.0,"Indian, Asian",₹80 - ₹200,3.5,30 reviews
9.0,Ayodhya Lunch Home,Alappuzha,10.0,1.0,2.0,"Indian, Seafood",₹60 - ₹500,5.0,2 reviews
3.0,Vanchiveedu restaurant,Alappuzha,4.0,5.0,6.0,"Breakfast, Lunch, Dinner, Drinks",7.0,4.0,4 reviews
8.0,River Grill Restaurant,Alappuzha,Website,http://www.rivergrill.in/,http://www.rivergrill.in/,"Indian, Barbecue, Grill, Contemporary, Chinese","₹10 - ₹1,000",4.0,7 reviews
9.0,Go Kerala,Alappuzha,Website,http://www.gokerala.com/,http://www.gokerala.com/,Chinese,"₹6 - ₹1,000",5.0,4 reviews
10.0,Hotel Smitha,Alappuzha,1.0,2.0,3.0,"Seafood, Asian",4.0,4.0,12 reviews
5.0,Kalpakavadi Inn and Restaurant,Alappuzha,Website,http://kalpakavadiinn.business.site/,http://kalpakavadiinn.business.site/,"Lunch, Breakfast, Dinner, Brunch,Indian, Seafood","₹10 - ₹1,000",3.5,19 reviews
6.0,Puttum Kattanum,Alappuzha,7.0,8.0,9.0,"Indian, Asian",₹20 - ₹200,5.0,4 reviews
10.0,Indian Coffee House,Alappuzha,Website,http://www.indiancoffeehouse.com/,http://www.indiancoffeehouse.com/,"Vegetarian Friendly, Indian",1.0,3.5,19 reviews
2.0,Chilla Art Cafe,Alappuzha,Website,https://chilla-art-cafeold-picnic-spot.business.site/,https://chilla-art-cafeold-picnic-spot.business.site/,"European, Central European",₹200 - ₹3000,4.0,7 reviews
3.0,Mahadev Pure Veg Restaurant,Alappuzha,Website,https://www.facebook.com/mahadevpurevegrestaurant/,https://www.facebook.com/mahadevpurevegrestaurant/,"Breakfast, Lunch, Dinner",4.0,4.5,7 reviews
5.0,Kubaba Kuzhimandi,Alappuzha,Website,http://www.kubaba.in/,http://www.kubaba.in/,"Mediterranean, Middle Eastern, Persian, Arabic",6.0,5.0,3 reviews
7.0,Kream Korner Garden Restaurant,Alappuzha,8.0,9.0,10.0,Indian,₹20 - ₹200,5.0,6 reviews
1.0,Cafe Charcoal,Alappuzha,2.0,3.0,4.0,Dinner,"₹6 - ₹1,000",5.0,5 reviews
5.0,Cafe Pumpkin,Alappuzha,Website,https://www.facebook.com/Cafe-Pumpkin-2089160411409763/,https://www.facebook.com/Cafe-Pumpkin-2089160411409763/,"Lunch, Breakfast, Dinner,Italian, Pizza, Cafe, Steakhouse",6.0,4.5,7 reviews
7.0,Hotel Yuvaraj,Alappuzha,8.0,9.0,10.0,"Vegetarian Friendly, Vegan Options,Indian, Chinese, Asian",1.0,4.0,30 reviews
2.0,Chakara Restaurant,Alappuzha,Website,http://www.mararibeachvillas.com/,http://www.mararibeachvillas.com/,"Vegetarian Friendly,Indian, Seafood, Asian","₹10 - ₹1,000",3.5,52 reviews
3.0,Hotel Aryaas Vegetarian Restaurant,Alappuzha,4.0,5.0,6.0,"Vegetarian Friendly, Vegan Options,Indian",7.0,4.0,20 reviews
8.0,Hotel Veg Palace Vegetarian,Alappuzha,9.0,10.0,1.0,"Breakfast, Lunch, Dinner",2.0,5.0,8 reviews
3.0,Marari,Alappuzha,Website,http://www.mararidreamz.com/,http://www.mararidreamz.com/,Dinner,"₹6 - ₹1,000",5.0,11 reviews
4.0,Seashore Homely Food,Alappuzha,Website,http://www.facebook.com/Sea-Shore-Homely-Stay-Restaurant-257139801030215/,http://www.facebook.com/Sea-Shore-Homely-Stay-Restaurant-257139801030215/,"Indian, Asian",₹100 - ₹400,4.5,13 reviews
5.0,Bianco Restaurant,Alappuzha,6.0,7.0,8.0,"Lunch, Dinner, Brunch, Drinks,Chinese, Cafe, Arabic",₹1500 - ₹4090,5.0,5 reviews
9.0,Hassans family restaurant,Alappuzha,10.0,1.0,2.0,"Dinner, Lunch,Asian, Grill",3.0,4.5,12 reviews
4.0,Thaza Family Food Park,Alappuzha,5.0,6.0,7.0,"Indian, Chinese, Asian, Middle Eastern, Arabic",₹60 - ₹700,4.5,18 reviews
8.0,Oru Dosa Company,Alappuzha,Website,https://www.facebook.com/orudosacompany/,https://www.facebook.com/orudosacompany/,"Indian, Fast food, Healthy",₹30 - ₹120,5.0,9 reviews
9.0,Avocado Garden Restaurant,Alappuzha,Website,http://www.vrundavanam.com/avocado-restaurant.html,http://www.vrundavanam.com/avocado-restaurant.html,"Vegan Options, Vegetarian Friendly,Chinese, Indian",10.0,4.0,80 reviews
1.0,Breakfast Village,Alappuzha,Website,https://instagram.com/breakfastvillage?igshid=ymmymta2m2y=,https://instagram.com/breakfastvillage?igshid=ymmymta2m2y=,"Breakfast, Lunch",₹10 - ₹4000,5.0,8 reviews
2.0,DAD's CAFE,Alappuzha,Website,http://www.dadscafe.in/home/index.php,http://www.dadscafe.in/home/index.php,"Cafe, European",₹20 - ₹200,4.0,64 reviews
3.0,Hotel Brothers Restaurant,Alappuzha,Website,https://hotel-brothers.business.site/,https://hotel-brothers.business.site/,"Vegetarian Friendly, Vegan Options,Indian, Asian, Seafood",4.0,4.5,44 reviews
5.0,Eden Garden Restaurant,Alappuzha,6.0,7.0,8.0,"Reservations,Indian, Arabic",9.0,5.0,10 reviews
10.0,Avees Puttu House,Alappuzha,Website,http://www.aveesputtuhouse.com/aveespulincunnoo.html,http://www.aveesputtuhouse.com/aveespulincunnoo.html,"Vegetarian Friendly, Vegan Options,Indian",₹166 - ₹831,3.5,205 reviews
1.0,Makkani Restaurant,Alappuzha,2.0,3.0,4.0,"Chinese, Indian, Arabic",₹200 - ₹500,4.0,111 reviews
5.0,Pizza Hub,Alappuzha,Website,https://www.facebook.com/pizzahubalpy,https://www.facebook.com/pizzahubalpy,Pizza,₹260 - ₹390,5.0,18 reviews
6.0,Hotel Royale Park,Alappuzha,Website,http://www.hotelroyalepark.com/,http://www.hotelroyalepark.com/,"Vegetarian Friendly, Vegan Options,Chinese, Indian","₹364 - ₹4,590",3.5,159 reviews
7.0,Kream Korner,Alappuzha,Website,http://kreamkornerartcafe.com/,http://kreamkornerartcafe.com/,"Vegan Options, Vegetarian Friendly,Indian, Asian",8.0,3.5,250 reviews
9.0,Choola Restaurant,Alappuzha,Website,http://www.punnamada.com/the-resort/restaurant.html,http://www.punnamada.com/the-resort/restaurant.html,10.0,"₹400 - ₹5,548",4.5,45 reviews
1.0,Cassia,Alappuzha,Website,http://www.thecassia.in/,http://www.thecassia.in/,"Chinese, Seafood, Asian, International",₹80 - ₹250,4.0,172 reviews
2.0,The Harbour Restaurant,Alappuzha,3.0,4.0,5.0,"Vegetarian Friendly,Indian",6.0,3.5,247 reviews
7.0,The Chai Walah,Alappuzha,8.0,9.0,10.0,"Lunch, Dinner, Drinks,Indian",₹1006 - ₹4000,5.0,30 reviews
1.0,Hot Kitchen,Alappuzha,2.0,3.0,4.0,"Vegetarian Friendly,Indian",₹100 - ₹400,4.0,104 reviews
5.0,Mushroom,Alappuzha,Website,http://www.facebook.com/MushroomRestaurant,http://www.facebook.com/MushroomRestaurant,"Vegetarian Friendly, Vegan Options, Halal,Indian",₹1000 - ₹9000,4.0,196 reviews
6.0,Flamingo Marari - Restaurant,Alappuzha,Website,http://flamingomarari.com/contact-01/,http://flamingomarari.com/contact-01/,"Vegetarian Friendly, Vegan Options,Asian, Grill, Chineese",7.0,4.5,47 reviews
8.0,Memories Multicuisine Restaurant,Alappuzha,Website,http://www.memoriesrestaurant.in/,http://www.memoriesrestaurant.in/,"Chinese, Indian, Diner, Asian","₹14 - ₹2,000",4.5,138 reviews
9.0,Indian Coffee House,Alappuzha,Website,http://www.indiancoffeehouse.com/,http://www.indiancoffeehouse.com/,"Vegetarian Friendly, Vegan Options,Indian, Café","₹364 - ₹4,548",4.0,445 reviews
10.0,Dreamers Cafe and Restaurant,Alappuzha,Website,http://www.dreamersrestaurant.com/,http://www.dreamersrestaurant.com/,"Vegetarian Friendly, Vegan Options,Italian, Indian, Seafood",1.0,4.0,574 reviews
2.0,Cassia,Alappuzha,Website,http://www.thecassia.in/,http://www.thecassia.in/,"Vegetarian Friendly, Vegan Options, Gluten Free Options",3.0,4.5,261 reviews
4.0,Cafe Catamaran,Alappuzha,Website,http://www.facebook.com/cafecatamaran,http://www.facebook.com/cafecatamaran,"Indian, Cafe",₹166 - ₹831,4.0,226 reviews
5.0,Thaff Restaurant,Alappuzha,6.0,7.0,8.0,"Vegetarian Friendly, Vegan Options, Halal,Indian, Asian",9.0,4.0,552 reviews
10.0,Brews and Burgers Bistro,Alappuzha,Website,https://brewsandburgersbistro.com/,https://brewsandburgersbistro.com/,"American, Cafe, Fast food, European","₹364 - ₹4,548",5.0,124 reviews
1.0,Halais Restaurant,Alappuzha,Website,http://halaisrestaurant.in/,http://halaisrestaurant.in/,"Indian, Asian, Arabic",₹3 - ₹20,4.5,319 reviews
2.0,Bayroute Bistro,Alappuzha,Website,http://www.bayroutebistro.com/,http://www.bayroutebistro.com/,"Chinese, Indian, European, Contemporary, Arabic, Asian",₹250 - ₹600,5.0,260 reviews
3.0,Tea World Panampilly Nagar,Ernakulam,"1st Cross Road Panampilly Nagar, Ernakulam, Kochi (Cochin) 682036 India","https://maps.google.com/maps?saddr=&daddr=1st+Cross+Road+Panampilly+Nagar%2C+Ernakulam%2C+Kochi+%28Cochin%29+682036+India@9.978656,76.293816",http://www.teaworld.in/,"Italian, French, Indian, Spanish",₹149 - ₹999,5.0,24 reviews
4.0,Cafe17,Ernakulam,"Unisquare Building, Kaloor Kathrikadavu Road Near Paul Hospital, Kaloor, Kochi (Cochin) 682017 India","https://maps.google.com/maps?saddr=&daddr=Unisquare+Building%2C+Kaloor+Kathrikadavu+Road+Near+Paul+Hospital%2C+Kaloor%2C+Kochi+%28Cochin%29+682017+India@9.98861,76.29546",http://www.cafe17.in/,"Cafe, European",₹150 - ₹250,4.5,77 reviews
5.0,Bubble Cafe,Ernakulam,"Marine Drive The Gateway Hotel,, Kochi (Cochin) India","https://maps.google.com/maps?saddr=&daddr=Marine+Drive+The+Gateway+Hotel%2C%2C+Kochi+%28Cochin%29+India@9.976342,76.27699",http://www.thegatewayhotels.com/marinedriveernakulam,"Vegetarian Friendly, Vegan Options, Gluten Free Options",₹200 - ₹3000,4.0,208 reviews
6.0,Kayees Rahmathullah Hotel Restaurant,Ernakulam,"Durbar Hall Road Ernakulum South, Kochi (Cochin) 682002 India","https://maps.google.com/maps?saddr=&daddr=Durbar+Hall+Road+Ernakulum+South%2C+Kochi+%28Cochin%29+682002+India@9.967785,76.28317",http://www.facebook.com/KayeesHotel/,Halal,"₹665 - ₹2,494",4.0,258 reviews
7.0,Longitude 76,Ernakulam,"Le Meridien Kochi Marad, Kochi (Cochin) India","https://maps.google.com/maps?saddr=&daddr=Le+Meridien+Kochi+Marad%2C+Kochi+%28Cochin%29+India@9.933672,76.31639",8.0,Vegetarian Friendly,9.0,5.0,46 reviews
10.0,Rose Garden Restaurant,Ernakulam,"K B Jacob Road, Near Santa Cruz Basilica Church, Kochi (Cochin) 682001 India","https://maps.google.com/maps?saddr=&daddr=K+B+Jacob+Road%2C+Near+Santa+Cruz+Basilica+Church%2C+Kochi+%28Cochin%29+682001+India@9.965621,76.24377",http://www.facebook.com/pages/Rose-Garden-Restaurant-Cochin/726451634052228,"Vegetarian Friendly, Vegan Options","₹100 - ₹2,504",4.5,256 reviews
1.0,Stadia,Ernakulam,"33/1739 a, NH Bypass Road, Vennala Holiday Inn Cochin, Kochi (Cochin) India","https://maps.google.com/maps?saddr=&daddr=33%2F1739+a%2C+NH+Bypass+Road%2C+Vennala+Holiday+Inn+Cochin%2C+Kochi+%28Cochin%29+India@9.990334,76.315834",http://www.holidayinn.com/,"Vegan Options, Vegetarian Friendly",2.0,5.0,47 reviews
3.0,Solar Cafe,Ernakulam,"Calvathy Road Just in Front of Customs Ferry, Kochi (Cochin) 682001 India","https://maps.google.com/maps?saddr=&daddr=Calvathy+Road+Just+in+Front+of+Customs+Ferry%2C+Kochi+%28Cochin%29+682001+India@9.968581,76.25145",4.0,"Indian, Cafe, International, Healthy",₹40 - ₹300,4.5,134 reviews
5.0,Mocha Art Cafe,Ernakulam,"Opp Jew Synagogue 6/127 Cochin, Kochi (Cochin) 682002 India","https://maps.google.com/maps?saddr=&daddr=Opp+Jew+Synagogue+6%2F127+Cochin%2C+Kochi+%28Cochin%29+682002+India@9.957254,76.25959",http://www.mochaartcafe.com/,"Cafe, International, Fusion",₹14 - ₹850,4.5,128 reviews
6.0,Sri Krishna Cafe,Ernakulam,"Palace Road South Cherlai, Mattancherry, Kochi (Cochin) 682002 India","https://maps.google.com/maps?saddr=&daddr=Palace+Road+South+Cherlai%2C+Mattancherry%2C+Kochi+%28Cochin%29+682002+India@9.957889,76.25524",http://www.facebook.com/pages/Sri%20Krishna%20Cafe/668570290244577/,"Vegan Options, Vegetarian Friendly",₹305 - ₹7000,4.5,150 reviews
7.0,Brindhavan Veg Restaurant,Ernakulam,"NH Bypass Palarivattom, Ernakulam, Kochi (Cochin) India","https://maps.google.com/maps?saddr=&daddr=NH+Bypass+Palarivattom%2C+Ernakulam%2C+Kochi+%28Cochin%29+India@9.995434,76.31447",http://www.brindhavan.in/,"Vegetarian Friendly, Vegan Options, Gluten Free Options",8.0,4.5,118 reviews
9.0,Brunton Boatyard Restaurant,Ernakulam,"1/498, Calvetty Road Brunton Boatyard - CGH Earth, Fort Kochi, Kochi (Cochin) 682001 India","https://maps.google.com/maps?saddr=&daddr=1%2F498%2C+Calvetty+Road+Brunton+Boatyard+-+CGH+Earth%2C+Fort+Kochi%2C+Kochi+%28Cochin%29+682001+India@9.968539,76.2454",http://www.cghearth.com/brunton-boatyard,"Lunch, Dinner, Drinks",10.0,4.5,242 reviews
1.0,Ginger House,Ernakulam,"Anchor House Bazaar Road Mattancherri, Kochi (Cochin) 682002 India","https://maps.google.com/maps?saddr=&daddr=Anchor+House+Bazaar+Road+Mattancherri%2C+Kochi+%28Cochin%29+682002+India@9.956782,76.26084",http://gingerhousecochin.com/,"Indian, Seafood, Asian","₹350 - ₹1,300",4.0,443 reviews
2.0,Pai Dosa,Ernakulam,"Padma Mg Road, Ernakulam, Kochi (Cochin) 682016 India","https://maps.google.com/maps?saddr=&daddr=Padma+Mg+Road%2C+Ernakulam%2C+Kochi+%28Cochin%29+682016+India@9.980702,76.28357",http://www.facebook.com/paidosa36varieties/,"Vegetarian Friendly, Vegan Options",3.0,4.0,334 reviews
4.0,East Indies,Ernakulam,"1/259 Napier Street Fort Kochi, Kochi (Cochin) 682001 India","https://maps.google.com/maps?saddr=&daddr=1%2F259+Napier+Street+Fort+Kochi%2C+Kochi+%28Cochin%29+682001+India@9.964694,76.23917",http://www.cghearth.com/eighth-bastion,"Vegetarian Friendly, Vegan Options, Gluten Free Options",5.0,4.5,160 reviews
6.0,Hotel Seagull,Ernakulam,"2 - 18 Kalvathi Road Fort Kochi, Kochi (Cochin) 682001 India","https://maps.google.com/maps?saddr=&daddr=2+-+18+Kalvathi+Road+Fort+Kochi%2C+Kochi+%28Cochin%29+682001+India@9.968898,76.25005",http://thehotelseagull.com/restaurant.html,"Vegetarian Friendly, Vegan Options",7.0,4.0,654 reviews
